"Internal - All"
"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.sportwettentest.net/wp-content/uploads/2016/07/em-2016-halbfinale-deutschland-frankreich.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","73512","0","0.0","4","","0","0","0.0","0","0","0","0","","0.101","Tue, 05 Jul 2016 09:47:50 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/07/em-2016-halbfinale-deutschland-frankreich.jpg"
"https://www.sportwettentest.net/wm-2018-spiele/serbien-brasilien/","text/html; charset=UTF-8","200","OK","Indexable","","Serbien vs. Brasilien - Wettquoten WM 2018 Gruppe E | Sportwetten Test","70","589","Die besten Quoten im Vergleich für Serbien gegen Brasilien - WM 2018 - 3. Spieltag der Gruppe E am 27.06.2018 auf sportwettentest.net","133","792","","0","Serbien vs. Brasilien – Wettquoten WM 2018 Gruppe E","51","","0","Wettquoten Vergleich – Serbien vs. Brasilien","44","","0","","","https://www.sportwettentest.net/wm-2018-spiele/serbien-brasilien/","","","78833","1399","12.134513","4","1","5","5","0.19","126","96","11","10","188f80e823642d0deb1cfb8f61fe27a3","0.797","","","","https://www.sportwettentest.net/wm-2018-spiele/serbien-brasilien/"
"https://www.sportwettentest.net/bundesliga-wetten/bundesliga-wettquoten-wer-wird-deutscher-meister-2018-2019/","text/html; charset=UTF-8","200","OK","Indexable","","Deutscher Meister Wettquoten: Ist der BVB reif für die Schale?","62","497","Wer wird Deutscher Meister 2019? Durchbricht Dortmund die Bayern Phalanx? ➜ zu den Bundesliga Meister Quoten der Wettanbieter.","126","776","","0","Deutscher Meister Wettquoten – Bundesliga Titel-Prognose 2018/19","64","","0","Alle Deutscher Meister Wettquoten im Vergleich:","47","About the Author","16","","","https://www.sportwettentest.net/bundesliga-wetten/bundesliga-wettquoten-wer-wird-deutscher-meister-2018-2019/","","","82384","1513","12.771897","2","4","293","182","6.84","123","95","11","10","50e4d43ecc5bf314b233774816f10537","0.163","Thu, 20 Dec 2018 16:04:23 GMT","","","https://www.sportwettentest.net/bundesliga-wetten/bundesliga-wettquoten-wer-wird-deutscher-meister-2018-2019/"
"https://www.sportwettentest.net/wm-2018-spiele/polen-senegal/","text/html; charset=UTF-8","200","OK","Indexable","","Polen vs. Senegal - Wettquoten WM 2018 Gruppe H | Sportwetten Test","66","571","Die besten Quoten im Vergleich für Polen gegen Senegal - WM 2018 - 1. Spieltag der Gruppe G am 19.06.2018 auf sportwettentest.net","129","779","","0","Polen vs. Senegal – Wettquoten WM 2018 Gruppe H","47","","0","Wettquoten Vergleich – Polen vs. Senegal","40","","0","","","https://www.sportwettentest.net/wm-2018-spiele/polen-senegal/","","","77711","1565","13.617119","4","1","5","5","0.19","127","97","11","10","e1e6dc5b1a798c8b4abd6f933effaec0","0.055","Fri, 21 Dec 2018 10:25:24 GMT","","","https://www.sportwettentest.net/wm-2018-spiele/polen-senegal/"
"https://www.sportwettentest.net/wp-content/uploads/2016/08/swt-bayern-bremen-lahm-twitter.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","60100","0","0.0","6","","0","0","0.0","0","0","0","0","","0.089","Wed, 17 Aug 2016 14:13:42 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/08/swt-bayern-bremen-lahm-twitter.jpg"
"https://www.sportwettentest.net/bundesliga-wetten/welcher-trainer-fliegt-als-naechstes-quoten/","text/html; charset=UTF-8","200","OK","Indexable","","Welcher Trainer fliegt als Nächstes? Wetten & Quoten","52","433","Wetten auf den nächsten Trainerwechsel in der Bundesliga → mit aktuellen Quoten der Buchmacher.","95","583","","0","Welcher Trainer fliegt als Nächstes? Wetten & Quoten","52","","0","Welcher Bundesliga Trainer wird als nächstes entlassen? Wettquoten:","67","Bayern Trainer Wette & Quote für Kovac-Entlassung","49","","","https://www.sportwettentest.net/bundesliga-wetten/welcher-trainer-fliegt-als-naechstes-quoten/","","","75095","1248","11.915573","4","1","17","7","0.26","106","89","11","10","5e135b0af9dd5b1e935352d6525bda5b","0.089","Fri, 21 Dec 2018 01:32:39 GMT","","","https://www.sportwettentest.net/bundesliga-wetten/welcher-trainer-fliegt-als-naechstes-quoten/"
"https://www.sportwettentest.net/wp-content/uploads/2018/11/xtip_registrierung_2018.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","40862","0","0.0","3","","0","0","0.0","0","0","0","0","","0.074","Mon, 26 Nov 2018 13:50:38 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/11/xtip_registrierung_2018.jpg"
"https://www.sportwettentest.net/bundesliga-wetten/bundesliga-2016-2017-spieltag-19-news-und-wettquotenvergleich/","text/html; charset=UTF-8","200","OK","Indexable","","Bundesliga 2016/17 Spieltag 19 - News und Wettquotenvergleich | Sportwetten Test","80","672","Alle News & Wettquoten zum 19. Spieltag der Bundesliga Saison 2016/17 mit HSV - Leverkusen, Bayern München - Schalke und Dortmund - RB Leipzig.","143","887","","0","Bundesliga 2016/17 Spieltag 19 – News und Wettquotenvergleich","61","","0","About the Author","16","","0","","","https://www.sportwettentest.net/bundesliga-wetten/bundesliga-2016-2017-spieltag-19-news-und-wettquotenvergleich/","","","101606","2140","14.66336","5","1","5","3","0.11","147","91","22","21","a9f41383ba6245adb0fd83a2a3cf5b5e","0.104","Fri, 21 Dec 2018 02:59:06 GMT","","","https://www.sportwettentest.net/bundesliga-wetten/bundesliga-2016-2017-spieltag-19-news-und-wettquotenvergleich/"
"https://www.sportwettentest.net/unibet-wettquoten-erfahrungen/","text/html; charset=UTF-8","200","OK","Indexable","","Unibet Wettquoten - Test und Erfahrungsbericht | Sportwetten Test","65","536","Die Unibet Wettquoten im Test - umfangreicher Testbericht und Erfahrungen - wie gut sind die Sportwetten Quoten beim Wettanbieter Unibet","136","809","","0","Unibet Wettquoten – Test und Erfahrungsbericht","46","","0","","0","","0","","","https://www.sportwettentest.net/unibet-wettquoten-erfahrungen/","","","81348","1478","13.106653","2","2","24","20","0.75","120","97","12","11","f50ebaa825e0b8445994b10f742513d9","0.823","","","","https://www.sportwettentest.net/unibet-wettquoten-erfahrungen/"
"https://www.sportwettentest.net/wettanbieter-news/euro-2016-betsafe-verlost-im-dezember-vip-paket-40000-euro/","text/html; charset=UTF-8","200","OK","Indexable","","EURO 2016: Betsafe verlost im Dezember VIP-Paket & 40.000€ | Sportwetten Test","77","659","VIP-Paket und 4x10.000 Euro - diese Weihnachtsgeschenke velost der Buchmacher Betsafe im Dezember 2015!","103","651","","0","EURO 2016: Betsafe verlost im Dezember VIP-Paket & 40.000€","58","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettanbieter-news/euro-2016-betsafe-verlost-im-dezember-vip-paket-40000-euro/","","","68553","857","8.839875","4","1","15","5","0.19","96","85","11","10","98ed4d54cfaf2add98246491cf740d89","0.639","","","","https://www.sportwettentest.net/wettanbieter-news/euro-2016-betsafe-verlost-im-dezember-vip-paket-40000-euro/"
"https://www.sportwettentest.net/wp-content/uploads/2016/10/payment.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","415","0","0.0","2","","0","0","0.0","0","0","0","0","","0.082","Fri, 14 Oct 2016 13:21:22 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/10/payment.png"
"https://www.sportwettentest.net/wetten-com-fakten-infos/","text/html; charset=UTF-8","200","OK","Indexable","","Wetten.com seriös? Fakten und Infos zum Wettanbieter Wetten.com","63","540","Wie gut, sicher und seriös ist der Wettanbieter Wetten.com? Alle Wetten.com Fakten und Informationen zum Sportwetten Anbieter Wetten.com","136","832","","0","Wetten.com seriös? Fakten und Infos zum Wettanbieter Wetten.com","63","","0","Wetten.com Infos: Maltesische Lizenz garantiert Seriosität","58","Wetten.com TÜV-verifiziert","26","","","https://www.sportwettentest.net/wetten-com-fakten-infos/","","","77157","1251","12.258122","2","2","19","17","0.64","109","95","11","10","f04bb44899c2fb465ce0a640a988e0e8","0.479","","","","https://www.sportwettentest.net/wetten-com-fakten-infos/"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/bet365-kundenservice.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","100859","0","0.0","2","","0","0","0.0","0","0","0","0","","0.025","Fri, 10 Nov 2017 12:34:20 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/bet365-kundenservice.jpg"
"https://www.sportwettentest.net/em-2016-spiele/slowakei-england/","text/html; charset=UTF-8","200","OK","Indexable","","Slowakei vs. England - Wettquoten EM 2016 Gruppe B | Sportwetten Test","69","591","Die besten Quoten im Vergleich für Slowakei gegen England - EM 2016 - 3. Spieltag der Gruppe B am 20.06.2016 auf sportwettentest.net","132","793","","0","Slowakei vs. England – Wettquoten EM 2016 Gruppe B","50","","0","","0","","0","","","https://www.sportwettentest.net/em-2016-spiele/slowakei-england/","","","83917","1820","14.72288","3","1","6","6","0.23","130","98","11","10","53f13fe2ab39393d93e76c9f79343aee","0.47","","","","https://www.sportwettentest.net/em-2016-spiele/slowakei-england/"
"https://www.sportwettentest.net/bundesliga-wetten/wettquoten-hsv-holstein-kiel-2018-2019/","text/html; charset=UTF-8","200","OK","Indexable","","Wettquoten HSV - Holstein Kiel | 2. Liga Wetten 2018/19 | Sportwetten Test","74","604","Wettquoten HSV - Holstein Kiel: Quotenvergleich und Sportwetten Analyse zum Zweitliga-Spiel Hamburger SV gegen Holstein Kiel - 1. Spieltag - am 3.8.2018.","153","915","","0","Wettquoten HSV – Holstein Kiel | 2. Liga Wetten 2018/19","55","","0","Wettquoten Vergleich – HSV vs. Holstein Kiel","44","About the Author","16","","","https://www.sportwettentest.net/bundesliga-wetten/wettquoten-hsv-holstein-kiel-2018-2019/","","","79534","1496","12.989414","4","1","10","4","0.15","121","98","11","10","fba6f448d8cef9f86c478a3f7e46d7f3","0.542","","","","https://www.sportwettentest.net/bundesliga-wetten/wettquoten-hsv-holstein-kiel-2018-2019/"
"https://www.sportwettentest.net/champions-league-wetten/porto-bayern-muenchen-wettquoten-champions-league-2015/","text/html; charset=UTF-8","200","OK","Indexable","","FC Porto vs. Bayern München Wettquoten - Champions League 2015 | Sportwetten Test","81","707","Wettquoten Vergleich und Vorschau Champions League 2014/15 - Viertelfinale Hinspiel: FC Porto gegen FC Bayern München - die Quoten der Wettanbieter","147","900","","0","FC Porto vs. Bayern München Wettquoten – Champions League 2015","62","","0","About the Author","16","","0","","","https://www.sportwettentest.net/champions-league-wetten/porto-bayern-muenchen-wettquoten-champions-league-2015/","","","67087","912","10.021316","4","1","5","3","0.11","99","86","11","10","73a66aaad3fc55ab50d5451927ff1bd8","0.57","","","","https://www.sportwettentest.net/champions-league-wetten/porto-bayern-muenchen-wettquoten-champions-league-2015/"
"https://www.sportwettentest.net/wetthilfe/bet3000-registrierung-wie-meldet-man-sich-bei-bet3000-an/","text/html; charset=UTF-8","200","OK","Indexable","","Bet3000 Registrierung - wie meldet man sich bei Bet3000 an? | Sportwetten Test","78","645","Wie registriert man ein Wettkonto beim Sportwettenanbieter Bet3000? Die Anmeldung bei Bet3000 in einfachen Schritten erklärt","124","739","","0","Bet3000 Registrierung – wie meldet man sich bei Bet3000 an?","59","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wetthilfe/bet3000-registrierung-wie-meldet-man-sich-bei-bet3000-an/","","","82542","1524","13.330184","2","1","35","22","0.83","123","103","11","10","b45e370fd5f754a8a936bceff0d0622e","0.076","Thu, 20 Dec 2018 19:08:25 GMT","","","https://www.sportwettentest.net/wetthilfe/bet3000-registrierung-wie-meldet-man-sich-bei-bet3000-an/"
"https://www.sportwettentest.net/wettanbieter-news/weihnachten-bei-betsafe-taeglich-preise-gewinnen-50-tage-lang/","text/html; charset=UTF-8","200","OK","Indexable","","Weihnachten bei Betsafe! Täglich Preise gewinnen – 50 Tage lang | Sportwetten Test","82","687","Weihnachtsfieber bei Betsafe! Der Betsafe Santa bringt 50 Tage lang täglich Geschenke. Darunter Gratiswetten, Wettguthaben, Reisen und Elektro-Gadgets.","151","906","","0","Weihnachten bei Betsafe! Täglich Preise gewinnen – 50 Tage lang","63","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettanbieter-news/weihnachten-bei-betsafe-taeglich-preise-gewinnen-50-tage-lang/","","","65978","789","8.796871","3","1","20","6","0.23","96","84","11","10","623993c15a4337c03361113e62d2cb7b","0.056","Fri, 21 Dec 2018 12:13:10 GMT","","","https://www.sportwettentest.net/wettanbieter-news/weihnachten-bei-betsafe-taeglich-preise-gewinnen-50-tage-lang/"
"https://www.sportwettentest.net/champions-league-wetten/manchester-united-wolfsburg-wettquoten-champions-league-2015/","text/html; charset=UTF-8","200","OK","Indexable","","Man United vs. VfL Wolfsburg Wettquoten - Champions League 2015 | Sportwetten Test","82","703","Wettquoten Vergleich und Vorschau Champions League 2015/16 - 2. Spieltag Gruppe B: Manchester United gegen VfL Wolfsburg - die Quoten der Wettanbieter","150","923","","0","Man United vs. VfL Wolfsburg Wettquoten – Champions League 2015","63","","0","About the Author","16","","0","","","https://www.sportwettentest.net/champions-league-wetten/manchester-united-wolfsburg-wettquoten-champions-league-2015/","","","75158","1206","11.354746","6","1","5","3","0.11","102","89","11","10","19d7ba3270893653e5cc40c5d9dde188","0.579","","","","https://www.sportwettentest.net/champions-league-wetten/manchester-united-wolfsburg-wettquoten-champions-league-2015/"
"https://www.sportwettentest.net/wp-content/uploads/2017/03/bet-at-home-trustbet-siegel.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","18660","0","0.0","4","","0","0","0.0","0","0","0","0","","0.099","Wed, 01 Mar 2017 14:15:12 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2017/03/bet-at-home-trustbet-siegel.jpg"
"https://www.sportwettentest.net/wettarten-kombiwette/","text/html; charset=UTF-8","200","OK","Indexable","","Kombiwette bei Sportwetten - Erklärung und Beispiel","51","419","Was versteht man unter einer Kombiwette bzw. Kombinationswette? Erklärung und Beispiel der Wettarten bei Sportwetten","116","705","","0","Kombiwette bei Sportwetten – Erklärung und Beispiel","51","","0","","0","","0","","","https://www.sportwettentest.net/wettarten-kombiwette/","","","77581","893","8.652892","2","4","93","85","3.19","160","141","14","13","c30a27f618fcff16c4f3eb4b81a349de","0.157","Thu, 20 Dec 2018 18:02:48 GMT","","","https://www.sportwettentest.net/wettarten-kombiwette/"
"https://www.sportwettentest.net/wp-content/uploads/2015/07/tipico-cl-quoten.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","43046","0","0.0","6","","0","0","0.0","0","0","0","0","","0.101","Tue, 01 Sep 2015 14:24:04 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/07/tipico-cl-quoten.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2018/01/unibet-wettabgabe.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","50313","0","0.0","3","","0","0","0.0","0","0","0","0","","0.066","Wed, 17 Jan 2018 12:57:37 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/01/unibet-wettabgabe.jpg"
"https://www.sportwettentest.net/wettanbieter-news/5-euro-freebet-teilnahme-betsson-sucht-x-mas-aktion-per-voting/","text/html; charset=UTF-8","200","OK","Indexable","","5€ Freebet für Teilnahme: Betsson sucht X-Mas Aktion per Voting | Sportwetten Test","82","674","Der Kunde entscheidet: für die Teilnahme am Voting für die Xmas-Wettaktion beim Wettanbieter Betsson erhält jeder Kunde eine 5€ Freebet!","136","811","","0","5€ Freebet für Teilnahme: Betsson sucht X-Mas Aktion per Voting","63","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettanbieter-news/5-euro-freebet-teilnahme-betsson-sucht-x-mas-aktion-per-voting/","","","66791","904","9.74832","3","1","20","6","0.23","96","84","11","10","a934070384a0662f8fd8b62cdd74bc59","0.492","","","","https://www.sportwettentest.net/wettanbieter-news/5-euro-freebet-teilnahme-betsson-sucht-x-mas-aktion-per-voting/"
